Date,nps,Comment,comment
1/26/2023 16:40,10,rapidez,it's easy and fast
1/26/2023 16:45,10,es facil y rapido,GB
1/26/2023 16:46,10,GB,I was able to reschedule my flights
1/26/2023 16:52,10,Pude reprogramar mis vuelos,IT IS VERY FAST TO BE ABLE TO DO IT
1/26/2023 16:57,10,ES MUY RAPIDO PODER HACERLO,Until now everything has been simple
1/26/2023 16:58,10,Hasta ahorita todo a sido sencillo,for ease of following instructions
1/26/2023 17:25,10,por la facilidad de seguimiento de instrucciones,It's been so far easy for me
1/26/2023 17:27,9,Ha sido hasta este momento fácil para mí,fast and effective
1/26/2023 17:30,10,rapido y efectivo,SIMPLE
1/26/2023 17:31,10,SENCILLO,very fast and reliable
1/26/2023 17:34,10,muy rapido y confiable,excellent fluidity in operation
1/26/2023 17:35,10,excelente fluidez en la operación,It is very friendly and easy to operate.
1/26/2023 17:38,10,Es muy amigable y fácil de operar,IT'S SIMPLE AND FAST
1/26/2023 17:41,10,ES SENCILLO Y RAPIDO,For how practical it is
1/26/2023 17:47,10,Por lo practico que es,The process is fast and comfortable
1/26/2023 17:51,9,El proceso es rápido y cómodo,EXCELLENT SERVICE
1/26/2023 17:56,10,EXCELENTE SERVICIO,FOR BEING PROFESSIONALS WHEN SERVING
1/26/2023 17:59,10,POR SER PROFESIONALES AL SERVIR,VERY EFFICIENT
1/26/2023 18:13,10,MUY EFICIENTES,Care and service
1/26/2023 18:18,10,Por prácticos,By practical
1/26/2023 18:18,10,Atención y servicio,"Everything was clear, easy and fast."
1/26/2023 18:27,10,"Todo estuvo claro, fácil y rápido.",It is very simple
1/26/2023 18:34,10,Es muy sencillo,Good attention
1/26/2023 18:42,10,Buena atención,COST
1/26/2023 18:43,10,COSTO,"Very effective and efficient, thank you!"
1/26/2023 18:44,10,"Muy efectivo y eficiente, gracias!",good server
1/26/2023 18:49,10,Buen servidor,EXCELLENT SERVICE
1/26/2023 19:02,10,EXCELENTE SERVICIO,Quality and price
1/26/2023 19:08,9,Calidad y precio,"I can review what I purchased in flight, if I want to modify it right there"
1/26/2023 19:13,10,"puedo revisar lo comprado en vuelo, si quiero modificarlo ahí mismo",VERY FAST AND SIMPLE
1/26/2023 19:20,10,MUY RAPIDO Y SENCILLO,Good quick and easy check
1/26/2023 19:27,10,Buen check rápido y fácil,it is practical
1/26/2023 19:28,10,es practico,PRACTICAL QUICK EASILY
1/26/2023 19:28,10,Tramite sencillo y amigable,Simple and friendly process
1/26/2023 19:28,10,PRACTICO RAPIDO FAVIL,Good service
1/26/2023 19:34,10,Buen servicio,
1/26/2023 19:38,10,.,very efficient
1/26/2023 19:53,10,muy eficiente,and
1/26/2023 1:04,10,si,speed
1/26/2023 1:05,10,rapidez,easy
1/26/2023 1:08,10,facil,it's understandable
1/26/2023 1:22,10,es entendible,VERY INTUITIVE
1/26/2023 1:30,10,MUY INTUITIVO,Agile check-in mechanism
1/26/2023 1:49,10,Agil mecanismo para check in,simple
1/26/2023 20:04,10,sencillo,There are simple steps to carry out this procedure.
1/26/2023 20:13,10,Son pasos sencillos para realizar este trámite.,NNN
1/26/2023 20:23,10,NNN,
1/26/2023 20:24,10,.,simple the page
1/26/2023 20:38,10,sencilla la pagina,clear and fast
1/26/2023 20:48,10,claro y rapido,GOOD
1/26/2023 20:56,10,BIEN,100 easy
1/26/2023 21:07,10,100 facil,XXX
1/26/2023 21:08,9,XXX,LATELY THEY HAVE HAD NO DELAYS IN THEIR FLIGHTS AND THEIR PRICES HAVE LOWERED A LITTLE
1/26/2023 21:23,9,ULTIMAMENTE NO HAN TENIDO DEMORAS EN SUS VUELOS Y SUS PRECIOS HAN BAJADO UN POCO,MJUY AGIL SU PAGE
1/26/2023 21:25,10,MJUY AGIL SU PAGINA,IT IS VERY EASY TO USE
1/26/2023 21:25,10,ES MUY FACIL DE USAR,economic
1/26/2023 21:29,10,economico,EXCELLENT AND FAST SERVICE
1/26/2023 21:31,10,EXCELENTE SERVICIO Y RAPIDO,fast and easy
1/26/2023 21:56,10,fácil y rápido,IT IS FAST AND EASY
1/26/2023 22:13,9,ES RAPIDO Y FACIL,FOR GOOD ATTENTION
1/26/2023 22:15,10,POR BUENA ATENCION,very accessible and fast
1/26/2023 22:16,10,muy accesible y rápido,easy and fast to check in
1/26/2023 22:29,10,facil y rapido de hacer check in,It's excellent
1/26/2023 22:30,10,Es excelente,gracias
1/26/2023 22:36,10,gracias,Great
1/26/2023 22:41,10,Excelente,very good
1/26/2023 22:46,10,muy bien,
1/26/2023 22:54,9,*,Excellent service
1/26/2023 22:56,10,Excelente servicio,easy
1/26/2023 23:00,9,facil,THEY ARE A GOOD AIRLINE
1/26/2023 23:05,10,SON UNA BUENA LINEA AEREA,SERVICE
1/26/2023 23:10,9,SERVICIO,fast and comfortable
1/26/2023 23:18,10,rapides y comodidad,because the process is good
1/26/2023 23:49,9,porque esta bien el proceso,SPEED
1/26/2023 23:56,10,RAPIDEZ,Just because..
1/26/2023 2:00,9,Porque si..,very good
1/26/2023 2:11,10,muy bueno,the good prices
1/26/2023 2:12,10,los buenos precios,Fast and easy
1/26/2023 2:15,10,Fácil y rápido,FOR EASY
1/26/2023 2:23,10,POR FACIL,BECAUSE IT IS VERY EFFICIENT
1/26/2023 2:38,9,PORQUE ES MUY EFICIENTE,c
1/26/2023 2:39,9,c,easy and intuitive
1/26/2023 2:39,9,Facil e intuitivo,the process is simple
1/26/2023 2:45,9,El proceso es sencillo,easy
1/26/2023 3:02,10,fácil,it's very easy
1/26/2023 3:02,9,es mu facil,VERY FAST
1/26/2023 3:06,10,MUY RAPIDA,For the ease of doing it
1/26/2023 3:20,10,Por la facilidad de hacerlo,"For speed, for efficiency"
1/26/2023 3:25,10,"Por la rapidez , por la eficiencia",EXCELLENT PRICE
1/26/2023 3:42,10,EXCELENTE PRECIO,all good thanks
1/26/2023 3:42,10,"todo bien, gracias",FAST AND ECONOMIC
1/26/2023 3:43,10,RAPIDS Y ECONOMICOS,THE SYSTEM IS PRACTICAL AND UNDERSTANDABLE
1/26/2023 3:46,9,EL SISTEMA ES PRACTICO Y ENTEDIBLE,all perfect
1/26/2023 3:58,10,todo perfecto,Time
1/26/2023 4:00,10,Tiempo,Very easy
1/26/2023 4:02,10,Muy facil,it is very practical
1/26/2023 4:07,10,es muy práctico,Speed
1/26/2023 4:37,10,Rapidez,SAFETY OF EVERYONE
1/26/2023 4:48,9,SEGURIDAD DE TODOS,fast and easy
1/26/2023 4:50,10,facil y rapido,fast and safe
1/26/2023 4:57,10,rápido y seguro,
1/26/2023 4:59,10,.,all simple
1/26/2023 5:05,10,Todo sencillo,very fast page
1/26/2023 5:40,9,pagina muy rapida,There is a lot of publicity
1/26/2023 5:51,9,Hay mucha publicidad,it's fast
1/26/2023 5:52,9,es rapido,Great
1/26/2023 6:02,10,Excelente,VERY FAST
1/26/2023 6:16,10,MUY RAPIDA,very fast
1/26/2023 6:24,10,muy rapido,for not being so bureaucratic and making things easier
1/26/2023 6:26,10,por no ser tan burócratas y hacer las cosas más sencillas,Just because
1/26/2023 6:33,10,Porque si,it's quick to do it
1/26/2023 7:16,9,es rapido hacerlo,
1/26/2023 9:12,9,.,Efficiency and speed
1/27/2023 0:00,10,Eficiencia y rapidéz,Very simple page and easy to use
1/27/2023 0:06,10,Pagina muy sencilla y de facil manejo,It is easy to do
1/27/2023 0:17,9,Es fácil de hacer,because it is simple and fast
1/27/2023 0:26,9,porque es sencillo y rapido,"Fast, pretty and smells like lemon."
1/27/2023 0:38,10,"Rapido, bonito y huele a limón.",excellent service
1/27/2023 0:39,10,excelente servivio,it is practical
1/27/2023 0:44,10,es pratico,Easy and simple
1/27/2023 0:51,10,Fácil y sencillo,for all your attention
1/27/2023 0:52,10,por toda su atencion,it's simple
1/27/2023 13:38,9,es sencillo,It was very fast
1/27/2023 14:13,10,Fue muy rápido,CLEAR INFORMATION
1/27/2023 14:36,10,INFORMACION CLARA,fast and easy
1/27/2023 15:05,10,facil y rapido,no problem always
1/27/2023 15:05,9,sin problema siempre,"Yes, for the ease of obtaining information"
1/27/2023 15:05,10,"si, por la facilidad de obtener informacion","It is agile, precise and totally understandable"
1/27/2023 15:06,10,"es agil, precisa y totalmente entendible",It is very easy and fast.
1/27/2023 15:10,10,Es muy fácil y rápido.,GOOD ATTENTION
1/27/2023 15:13,9,BUENA ATENCION,IT'S CHEAP AND VERY ACCESSIBLE
1/27/2023 15:15,10,ES BARATO Y MUY ACCESIBLE,practical
1/27/2023 15:26,10,practico,good service
1/27/2023 15:46,10,buen servicio,service
1/27/2023 15:53,10,servicio,It's very fast
1/27/2023 16:03,10,Es muy rapido,excellent service congratulations
1/27/2023 16:03,10,excelente servicio  felicidades,It is easy to book by this means
1/27/2023 16:04,9,Es fácil reservar por este medio,ALL EAGLE
1/27/2023 16:05,10,TODO AGUIL,IT IS A LITTLE DIFFICULT TO USE YOUR PAGE
1/27/2023 16:13,9,ES UN POCO DIG¿FICIIL USAR SU PPAGINA,they are good and fast
1/27/2023 16:18,10,son buenos y rapidos,Easy
1/27/2023 16:25,9,Facil,
1/27/2023 16:26,10,.,the platform is very friendly
1/27/2023 16:27,10,muy amigable la plataforma,THIS BAD
1/27/2023 16:37,10,ESTA MAMALON,It is practical and avoids setbacks
1/27/2023 16:40,9,Es practico y evita contratiempos,It's quick and easy
1/27/2023 16:45,10,Es rápido y sencillo,Easy
1/27/2023 16:49,10,Facil,accessible page
1/27/2023 16:53,9,Pagina accesible,for better service
1/27/2023 16:55,10,por mejor servicio,VERY EASY AND SIMPLE
1/27/2023 17:00,10,MUY FÁCIL Y SENCILLO,AND
1/27/2023 17:09,10,SI,QUICK
1/27/2023 17:12,10,RAPIDES,BY PRICE
1/27/2023 17:19,9,POR PRECIO,it's simple
1/27/2023 17:40,10,es sencillo,IT'S FAST
1/27/2023 17:44,9,ES RAPIDO,everything is very easy
1/27/2023 17:48,10,Todo es muy facil,It works very well
1/27/2023 17:54,10,Funciona muy bien,It's very fast and easy
1/27/2023 17:57,9,Es muy rápido y fácil,EASY PLATFORM AND ACCESSIBLE PRICES
1/27/2023 17:59,9,PLATAFORMA FACIL Y PRECIOS ACCESIBLES,the ease of carrying out the process
1/27/2023 18:01,10,la facilidad de llevar a cabo el tramite,no details so far
1/27/2023 18:02,10,sin detalles hasta el momento,QUICK
1/27/2023 18:03,10,RAPIDO,more information
1/27/2023 18:09,10,más información,very easy to do
1/27/2023 18:16,9,muy sencillo de realizar,FOR QUICK AND EASY
1/27/2023 18:23,9,POR RAPIDA Y FACIL,Excellent service
1/27/2023 18:35,10,Excelente servicio,BY ECONOMY
1/27/2023 18:37,10,POR ECONOMIA,SPEED AND SOLUTION IN MY SERVICE
1/27/2023 18:42,10,RAPIDEZ Y SOLUCIÓN EN MI SERVICIO,VERY EASY
1/27/2023 18:54,10,MUY FACIL,Easy to understand
1/27/2023 18:55,10,Facil de entender,Prices
1/27/2023 19:05,9,Precios,VERY FAST
1/27/2023 19:06,9,MUY RÁPIDO,FAST AND EASY
1/27/2023 19:10,10,FACIL Y RAPIDO,The process is easy and fast.
1/27/2023 19:17,10,El proceso es fácil y rápido.,LOOKS PRACTICAL
1/27/2023 19:19,9,SE VE PRACTICO,All good
1/27/2023 19:23,10,Todo bien,IT'S CHEAP AND VERY ACCESSIBLE
1/27/2023 19:32,10,ES BARATO Y MUY ACCESIBLE,quick
1/27/2023 19:35,10,rapido,It's short and snappy
1/27/2023 19:42,10,SI,AND
1/27/2023 19:42,10,Es breve y ágil,It's super easy...
1/27/2023 19:50,10,Es super facil...,Speed
1/27/2023 19:54,10,Rapidez,Very easy to enter and very easy to change.
1/27/2023 19:54,10,Muy facil de entrar y muy facil de cambiar.,it's fast
1/27/2023 1:13,10,es rápido,IT IS USEFUL
1/27/2023 1:24,10,ES UTIL,It is the airline of my preference
1/27/2023 1:29,10,práctico,practical
1/27/2023 1:29,10,Es la Aerolínea de mi preferencia,For easy and fast
1/27/2023 1:40,10,Por fácil y rápido,for its good rates
1/27/2023 20:12,10,por sus buenas tarifas,ECONOMIC
1/27/2023 20:12,10,ECONOMICO,GREAT
1/27/2023 20:18,10,EXCELENTE,very easy and fast
1/27/2023 20:23,10,muy facil y rapido,speed
1/27/2023 20:29,9,rapidez,fast and efficient
1/27/2023 20:31,10,Rápido y eficiente,ALL GOOD
1/27/2023 20:32,10,TODO BIEN,QUICK
1/27/2023 20:35,9,RAPIDO,It is very practical
1/27/2023 20:46,10,Es muy práctico,all good
1/27/2023 21:01,10,todo bien,Excellent service
1/27/2023 21:06,10,"POR ATENCION, SERVICIO Y ECONOMIA","FOR ATTENTION, SERVICE AND ECONOMY"
1/27/2023 21:06,10,Excelente servicio,SERVICCIO
1/27/2023 21:17,9,SERVICCIO,very easy
1/27/2023 21:23,10,muy facil,great
1/27/2023 21:26,10,excelente,Very good
1/27/2023 21:31,10,Muy bueno,EFFICIENCY
1/27/2023 21:43,10,EFICIENCIA,gracias
1/27/2023 22:26,10,gracias,The process is simple
1/27/2023 22:31,9,Esta sencillo el proceso,I didn't understand the system very well
1/27/2023 22:39,9,no le entendi  muy bien al sistema,IT IS AN EXCELLENT SERVICE
1/27/2023 22:48,10,ES UN EXCELENTE SERVICIO,SERVICE
1/27/2023 22:50,10,SERVICIO,good service
1/27/2023 22:53,10,buen servicio,BUENO
1/27/2023 22:59,10,BUENO,It's easy and fast
1/27/2023 23:06,10,Es fácil y rápido,I find it easy and comfortable
1/27/2023 23:07,10,me parece fácil y cómodo,good service
1/27/2023 23:15,10,buen servicio,IT IS RELIABLE AND FAST
1/27/2023 23:19,9,ES CONFIABLE YRAPIDO,Effective
1/27/2023 23:47,10,Eficaz,XXXXXXXXXXXXXXXXXXXXXXXXX
1/27/2023 2:08,10,XXXXXXXXXXXXXXXXXXXXXXXXX,THEY ARE VERY FAST
1/27/2023 2:10,10,SON MUY RAPIDOS,speed
1/27/2023 2:16,10,rapidez,save time
1/27/2023 2:21,10,ahorra tiempo,excellent service
1/27/2023 2:25,10,excelente servicio,EXCELLENT SERVICE
1/27/2023 2:31,10,EXCELENTE SERVICIO,fast and easy
1/27/2023 2:32,10,facil y rapido,QUICK
1/27/2023 2:46,10,RAPIDO,it's very fast
1/27/2023 3:08,9,es muy rapido,its easy use
1/27/2023 3:09,10,Su uso fácil,Ease
1/27/2023 3:13,10,Facilidad,Ease
1/27/2023 3:27,9,Facilidad,practicality
1/27/2023 3:43,10,Practicidad,GOOD SERVICE
1/27/2023 3:59,10,BUEN SERVICIO,good system
1/27/2023 4:05,9,buen sistema,I like it for your service
1/27/2023 4:08,10,me gusta por su servicio,it's simple
1/27/2023 4:15,10,es sencillo,Too easy
1/27/2023 4:38,10,buena onda,cool
1/27/2023 4:38,10,Es muy facil,Z
1/27/2023 4:51,10,Z,EASY
1/27/2023 4:53,9,FACIL,FOR THE EXCELLENT SERVICE AND EASE TO CHECK IN ONLINE IN ADDITION TO THE VERY FRIENDLY AND EDUCATE PERSONNEL
1/27/2023 5:15,10,POR EL EXCELENTE SERVICIO Y FACILIDAD PARA REALIZAR EL CHEK IN EN LINEA ADEMAS DE PERSONAL DE CARGO MUY AMABLE Y EDUCADO,VERY EASY
1/27/2023 5:22,10,MUY SENCILLO,for good
1/27/2023 5:23,10,Por buenos,X WE'RE KIDS
1/27/2023 5:29,10,X SOMOS CHAVOS,efficient
1/27/2023 6:07,10,eficiente,for your ease
1/27/2023 6:30,10,Por su facilidad,for efficiency
1/27/2023 7:16,10,por eficacia,I WISH THERE WERE MORE ROUTES FROM THE CD. FROM QUERETARO
1/27/2023 8:41,9,ME GUSTARIA QUE EXISTIERAN MAS RUTAS DESDE LA CD. DE QUERETARO,GOOD SERVICE
1/27/2023 8:46,9,BUEN SERVICIO,ok
1/28/2023 0:02,10,ok,EXCELLENT SERVICE
1/28/2023 0:12,10,EXCELENTE SERVICIO,It's easy to use
1/28/2023 0:17,10,Es fácil de usar,SIMPLE AND FAST
1/28/2023 0:25,10,SENCILLO Y RAPIDO,great
1/28/2023 0:28,10,excelente,by easy to use pages
1/28/2023 0:42,10,por paginas  facil de usar,because it is very intuitive
1/28/2023 12:35,10,Porque es muy intuitivo,easy
1/28/2023 12:47,10,facilia,good service
1/28/2023 13:34,9,buen servicio,AND
1/28/2023 13:42,10,SI,Fast attention
1/28/2023 14:09,10,Atencion rapida,good service
1/28/2023 14:34,10,buen servicio,EASY USE OF APPLICATION
1/28/2023 15:18,9,USO FACIL DE APLICACION,excellent service
1/28/2023 15:24,10,excelente servicio,Good service and punctual.
1/28/2023 15:33,10,Buen servicio y puntual.,all excellent
1/28/2023 15:34,10,todo excelente,I am satisfied with the service
1/28/2023 15:47,10,estoy satisfecha con el servicio,just because
1/28/2023 15:50,10,por que si,I like the reminder by WhatsApp.
1/28/2023 15:59,9,Me gusta el recordatorio por WhatsApp.,service
1/28/2023 16:10,10,servicio,
1/28/2023 16:21,9,.,excellent
1/28/2023 16:47,10,exelente,For the speed of attention
1/28/2023 16:57,9,Por la rapidez de atencion,Easy and friendly system
1/28/2023 16:58,10,Sistema fácil y amigable,
1/28/2023 17:05,9,-,good service
1/28/2023 17:21,10,buen servicio,Efficient
1/28/2023 17:44,10,Eficiente,
1/28/2023 17:57,10,.,TO AVOID THE LINES
1/28/2023 18:19,9,PARA EVITAR LAS FILAS,simple and fast
1/28/2023 18:19,10,Sencillo y rápido,PUNTUALITY
1/28/2023 18:20,10,muy rápido encontrar,very fast find
1/28/2023 18:20,10,PUNTUALIDAD,ease
1/28/2023 18:32,10,facilidad,Good service
1/28/2023 18:38,10,Buen servicio,IT IS PRACTICAL
1/28/2023 18:39,9,ES PRÁCTICO,service
1/28/2023 18:39,9,servicio,speed
1/28/2023 18:57,9,rapidez,DESIRE
1/28/2023 19:02,10,CHIDO,For the efficiency of the website and good service
1/28/2023 19:11,10,Por la eficiencia de pagina web y buen servicio,IT IS VERY QUICK AND EASY
1/28/2023 19:12,10,ES MUY RAPIDO Y SENCILLO,it is easy to do
1/28/2023 19:12,9,es facil d realizar,because it is safer
1/28/2023 19:25,10,porque es más seguro,easy
1/28/2023 19:37,9,facil,excellent service
1/28/2023 19:50,10,excelente servicio,easy process
1/28/2023 19:51,10,Fácil proceso,easy
1/28/2023 1:01,9,ES MUY AMABLE,HE IS VERY FRIENDLY
1/28/2023 1:01,10,fácil,IT'S FAST
1/28/2023 1:08,10,ES RAPIDO,very fast
1/28/2023 1:09,10,muy rapido,"Until now very easy and with the new platform easier, simpler, faster and safer"
1/28/2023 1:23,9,"Hasta ahorita muy facil y con la nueva platadorma mas facil, sencillo, rapido y seguro",agile and fast
1/28/2023 1:25,10,agil y rapido,efficiency
1/28/2023 1:27,10,eficiencia,very easy to use and nice to look at
1/28/2023 1:32,10,muy sencillo de utilizar y agradable a la vista,
1/28/2023 1:37,9,.,FOR THE RAPIDITY
1/28/2023 20:16,10,POR LA RAPIDEZ,Good service
1/28/2023 20:27,10,Buen servicio,simple and useful
1/28/2023 20:34,10,sencillo y útil,The system is very friendly
1/28/2023 21:44,10,Muy amigable el sistema,IT WAS FAST
1/28/2023 22:39,10,FUE RAPIDO,IT IS WELL EXPLAINED
1/28/2023 22:59,9,ESTA BIEN ESPLICADO,IT IS VERY PRACTICAL
1/28/2023 23:06,10,ES MUY PRACTICA,Easy processes and affordable prices
1/28/2023 23:10,10,Facilidad en procesos y precios accesibles,"Easy, although we will see since I have not finished."
1/28/2023 23:11,9,"Fácil, aunque vamos a ver ya que no he terminado.",quick and easy
1/28/2023 23:27,10,rápido y fácil,FOR AVAILABILITY AND SPEED
1/28/2023 23:31,10,POR LA DISPONIBILIDAD Y LA RAPIDEZ,Faster and more efficient
1/28/2023 2:08,10,Mas rapido y eficas,GOOD SERVICE
1/28/2023 2:15,10,funciona muy bien,It works very well
1/28/2023 2:15,10,BUEN SERVICIO,GOOD SERVICE
1/28/2023 2:22,10,BUEN SERVICIO,because it is very practical
1/28/2023 2:24,10,Por que es muy practico,BY EFFICIENT
1/28/2023 2:26,9,POR EFICIENTES,ACCESSIBLE SERVICE
1/28/2023 2:31,9,SERVICIO ACCESIBLE,GOOD SERVICE
1/28/2023 2:34,9,BUEN SERVICIO,yes very good service
1/28/2023 2:42,9,si muy buen servicio,great
1/28/2023 3:21,10,excelente,I like the service
1/28/2023 3:36,10,POR SU EXCELENTE SERVICIO,FOR YOUR EXCELLENT SERVICE
1/28/2023 3:36,10,me gusta el servicio,it is simple and fast
1/28/2023 3:46,9,es sencillo y rapido,BECAUSE IT IS USEFUL AND QUICK TO CHECK-IN
1/28/2023 4:01,10,POR LO UTIL Y RAPIDO DE REALIZAR CHECK- IN,good service
1/28/2023 4:09,10,buen servicio,CHEAP
1/28/2023 4:10,10,BARATOS,I don't know her well
1/28/2023 4:21,9,No la conozco bien,easy & fast
1/28/2023 4:33,10,easy & fast,practicality
1/28/2023 4:42,10,Practicidad,All good.
1/28/2023 4:50,9,Todo bien.,It is very quick and easy
1/28/2023 4:54,10,Es muy rápido y sencillo,Easy access
1/28/2023 5:06,9,Facil Acceso,recommended
1/28/2023 5:11,10,Recomendado,very fast and safe
1/28/2023 5:13,10,muy rapido y seguro,all excellent
1/28/2023 5:14,10,todo excelente,very good
1/28/2023 5:25,10,muy bien,simple
1/28/2023 6:16,10,0,"Accessible costs, understandable and practical website"
1/28/2023 6:26,10,sencillo,Good service
1/28/2023 6:53,10,"Costos accesibles, pagina web entendible y practica",Very good service
1/29/2023 0:09,10,Buen servicio,ALL OK
1/29/2023 0:10,10,Muy buen servicio,It is quite simple and fast
1/29/2023 0:25,9,TODO OK,GOOD SERVICE
1/29/2023 0:45,9,Está bastante sencillo y rápido,"Everything is fine, it just didn't let me make monthly payments"
1/29/2023 11:44,10,BUEN SERVICIO,FOR THE EFFICIENCY OF THE SERVICE
1/29/2023 14:51,9,todo bien solo que no me dejo hacer pago a meses,IT IS EASY TO MAKE THE PURCHASE
1/29/2023 14:55,10,POR LA EFICIENCIA DEL SERVICIO,very easy to do
1/29/2023 15:01,10,ES FACIL HACER LA COMPRA,Speed
1/29/2023 15:04,10,muy sencillo de realizar,for price and facilities
1/29/2023 15:30,10,Rapidez,by speed
1/29/2023 15:39,10,por precio y facilidades,Very practical and effective its platform and app options
1/29/2023 15:51,10,por rapidez,it is easy and safe
1/29/2023 15:54,10,Muy prácticas y efectivas sus opciones de plataforma y app,I love
1/29/2023 16:45,9,es facil y seguro,Quick access
1/29/2023 16:50,10,me encanta,Quick
1/29/2023 16:50,10,Rapido accesso,Ease in the process.
1/29/2023 17:23,10,Rapido,it is fast and friendly
1/29/2023 17:30,10,Facilidad en el trámite.,IT'S FAST
1/29/2023 17:45,10,es rapida y amigable,BECAUSE IT IS QUICK TO PRINT OR DOWNLOAD IT
1/29/2023 18:26,10,ES RAPIDO,
1/29/2023 18:41,10,POR LO RÁPIDO QUE ES IMPRIMIRLO O DESCARGARLO,Ease
1/29/2023 18:45,9,*,Ease
1/29/2023 18:51,10,Facilidad,Your website is very friendly.
1/29/2023 19:07,9,Facilidad,SPEED
1/29/2023 19:09,10,Muy amigable su página de Internet,gracias
1/29/2023 19:14,9,RAPIDEZ,Speed
1/29/2023 19:15,10,gracias,I LIKE THE SERVICE
1/29/2023 19:17,10,Rapidez,EASY TO DO DOCUMENTATION
1/29/2023 19:21,10,ME GUSTO EL SERVICIO,it is very fast to book
1/29/2023 19:45,10,FACIL DE HACER DOCUMENTACION,Gracias
1/29/2023 19:51,10,es muy rapido reservar,but faster
1/29/2023 19:58,10,Gracias,"Simple, comfortable and easy to perform"
1/29/2023 1:12,10,mas rapido,EFFICIENCY
1/29/2023 1:16,10,"Sencillo, cómodo y fácil de realizar",VERY FAST PROCESS AND SAFE
1/29/2023 1:26,10,EFICIENCIA,Easy
1/29/2023 1:32,10,MUY RAPIDO TRAMITE Y SEGURO,It is very practical
1/29/2023 1:41,10,Fácil,quick
1/29/2023 20:16,10,Es muy práctico,M
1/29/2023 20:21,10,rapida,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
1/29/2023 20:42,10,M,Easy to understand
1/29/2023 20:47,10,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,Agility
1/29/2023 20:51,10,Facil de entender,speed
1/29/2023 21:38,10,Agilidad,IT'S FAST
1/29/2023 21:49,9,rapidez,GREAT
1/29/2023 22:02,10,ES RAPIDO,I HAVE NOT HAD ANY PROBLEMS
1/29/2023 22:45,9,EXCELENTE,visual clarity
1/29/2023 23:09,9,NO HE TENIDO NINGUN PROBLEMA,Accessibility to pay for flights in 2 parts.
1/29/2023 23:15,10,Claridad visual,have flight options
1/29/2023 23:25,10,Accesibilidad para pagar los vuelos en 2 partes.,speed and ease
1/29/2023 23:50,9,tiene opciones de vuelo,Page very easy to understand and fast
1/29/2023 2:04,10,rapidez y facilidad,"For such efficient attention, for the ease of making changes to flights."
1/29/2023 2:07,10,Pagina muy facil de entender y rapida,good platform
1/29/2023 2:12,9,"Por la atencion tan eficiente, por la facilidad de hacer cambios en los vuelos.",The purchase of my tickets was very agile
1/29/2023 2:16,10,buena plataforma,GENIAL
1/29/2023 2:37,10,fue muy agil la compra de mis boletos,good service
1/29/2023 2:47,10,GENIAL,for good service
1/29/2023 3:06,10,buen servicio,EFFICIENCY
1/29/2023 3:06,10,por buen servicio,Quick and simple
1/29/2023 3:16,10,EFICIENCIA,good app
1/29/2023 3:25,10,Rapidéz y simple,just because
1/29/2023 3:42,9,Buena aplicación,all good
1/29/2023 4:11,10,por que si,VERY PRACTICAL
1/29/2023 4:27,10,todo bien,GOOD
1/29/2023 4:28,9,MUY PRACTICO,IS VERY FAST
1/29/2023 4:39,10,Bien,Fast and easy
1/29/2023 4:47,10,ES MUY RAPIDA,ATTENTION
1/29/2023 5:02,9,Facil y rápido,by simplified
1/29/2023 5:15,10,ATENCION,It is very understandable and fast
1/30/2023 0:13,10,por simplificados,VERY PRACTICAL
1/30/2023 0:20,10,Es muy entendible y rapido,Excellent service and speed
1/30/2023 0:32,10,MUY PRACTICA,effective and efficient
1/30/2023 0:35,10,Excelente servicio y rapidez,it is easy to handle
1/30/2023 0:39,10,efectivo y eficiente,and
1/30/2023 0:39,10,es facil de manejar,IT HAS BEEN MY SIMPLE TO BOOK
1/30/2023 0:41,9,si,all ok
1/30/2023 0:44,10,HA SIDOMYSENCILLO RESERVAR,it's fast
1/30/2023 0:50,10,todo ok,It is easy
1/30/2023 0:56,9,es rapido,EXCELLENT IN EVERYTHING.
1/30/2023 11:18,10,es fácil,speed
1/30/2023 13:15,10,EXCELENTES EN TODO.,easy
1/30/2023 14:04,10,rapidez,FOR GOOD
1/30/2023 14:18,10,facil,SUPER SIMPLE
1/30/2023 14:34,10,POR BUENOS,Excellent client service
1/30/2023 14:39,10,SUPER SENCILLO,ok
1/30/2023 14:42,10,excelente servicio al cliente,EVERYTHING GOOD AND FAST
1/30/2023 14:53,10,ok,practical
1/30/2023 15:08,10,TODO BIEN Y RAPIDO,kind page
1/30/2023 15:11,10,amable pagina,good service attention.
1/30/2023 15:11,10,practico,EVERYTHING HAS ALWAYS TURNED OUT WELL
1/30/2023 15:18,10,buen servicio atención.,ok
1/30/2023 15:21,10,SIEMPRE A SALIDO TODO BIEN,it is very agile
1/30/2023 15:21,9,ok,YOU SAVE TIME
1/30/2023 15:29,10,es muy agil,precio
1/30/2023 15:32,10,TE AHORRAS TIEMPO,SIMPLE
1/30/2023 15:37,9,precio,agility
1/30/2023 15:40,10,SENCILLO,GRACIAS
1/30/2023 15:47,10,agilidad,IT'S VERY FAST
1/30/2023 15:50,10,GRACIAS,
1/30/2023 15:50,10,ES MJUY RÁPIDO,FASTER THE PROCESS
1/30/2023 16:12,9,.,Its services
